Peak Number,Energy (eV),electron number, atom,ELECTRON
26177,0.0340735, 5.39171,17835, lithium ionization 1, ELECTRON
26178,3.2876986, 5.39171,17836, lithium ionization 1, ELECTRON
26180,3.4083653, 5.39171,17837, lithium ionization 1, ELECTRON
26181,0.1450068, 5.39171,17838, lithium ionization 1, ELECTRON
26182,0.1392069, 5.39171,17839, lithium ionization 1, ELECTRON
26186,0.2732068, 5.39171,17840, lithium ionization 1, ELECTRON
26187,3.6456986, 5.39171,17841, lithium ionization 1, ELECTRON
26188,3.6603653, 5.39171,17842, lithium ionization 1, ELECTRON
26189,3.7540320, 5.39171,17843, lithium ionization 1, ELECTRON
26192,3.6601653, 5.39171,17844, lithium ionization 1, ELECTRON
26194,0.4327402, 5.39171,17845, lithium ionization 1, ELECTRON
26195,0.4547402, 5.39171,17846, lithium ionization 1, ELECTRON
26197,3.6828987, 5.39171,17847, lithium ionization 1, ELECTRON
26198,3.6890320, 5.39171,17848, lithium ionization 1, ELECTRON
26199,0.3688735, 5.39171,17849, lithium ionization 1, ELECTRON
26201,0.3743402, 5.39171,17850, lithium ionization 1, ELECTRON
26202,3.6047653, 5.39171,17851, lithium ionization 1, ELECTRON
26203,0.3318069, 5.39171,17852, lithium ionization 1, ELECTRON
26205,3.5918986, 5.39171,17853, lithium ionization 1, ELECTRON
26206,0.2320069, 5.39171,17854, lithium ionization 1, ELECTRON
26207,3.5220986, 5.39171,17855, lithium ionization 1, ELECTRON
26208,0.2274736, 5.39171,17856, lithium ionization 1, ELECTRON
26209,0.1218735, 5.39171,17857, lithium ionization 1, ELECTRON
26210,0.0043402, 5.39171,17858, lithium ionization 1, ELECTRON
26211,3.3702986, 5.39171,17859, lithium ionization 1, ELECTRON
26212,0.0355402, 5.39171,17860, lithium ionization 1, ELECTRON
26213,3.2719653, 5.39171,17861, lithium ionization 1, ELECTRON
26218,3.1394320, 5.39171,17862, lithium ionization 1, ELECTRON
26222,3.0863653, 5.39171,17863, lithium ionization 1, ELECTRON
26237,3.2680320, 5.39171,17864, lithium ionization 1, ELECTRON
26239,3.3250986, 5.39171,17865, lithium ionization 1, ELECTRON
26240,0.0271402, 5.39171,17866, lithium ionization 1, ELECTRON
26242,3.2783653, 5.39171,17867, lithium ionization 1, ELECTRON
26243,3.2538319, 5.39171,17868, lithium ionization 1, ELECTRON
26247,3.2070320, 5.39171,17869, lithium ionization 1, ELECTRON
26252,3.1888319, 5.39171,17870, lithium ionization 1, ELECTRON
26255,3.1828986, 5.39171,17871, lithium ionization 1, ELECTRON
26257,3.2445653, 5.39171,17872, lithium ionization 1, ELECTRON
26267,3.3947653, 5.39171,17873, lithium ionization 1, ELECTRON
26269,3.3976986, 5.39171,17874, lithium ionization 1, ELECTRON
26270,3.4102320, 5.39171,17875, lithium ionization 1, ELECTRON
26271,3.4563653, 5.39171,17876, lithium ionization 1, ELECTRON
26273,0.0949402, 5.39171,17877, lithium ionization 1, ELECTRON
26274,3.4024986, 5.39171,17878, lithium ionization 1, ELECTRON
26275,0.1216069, 5.39171,17879, lithium ionization 1, ELECTRON
26277,3.4066987, 5.39171,17880, lithium ionization 1, ELECTRON
26281,0.0667402, 5.39171,17881, lithium ionization 1, ELECTRON
26282,0.0431402, 5.39171,17882, lithium ionization 1, ELECTRON
26283,0.0704736, 5.39171,17883, lithium ionization 1, ELECTRON
26285,3.3712319, 5.39171,17884, lithium ionization 1, ELECTRON
26287,0.0110735, 5.39171,17885, lithium ionization 1, ELECTRON
26292,3.2515653, 5.39171,17886, lithium ionization 1, ELECTRON
26295,3.1218320, 5.39171,17887, lithium ionization 1, ELECTRON
26296,3.0978986, 5.39171,17888, lithium ionization 1, ELECTRON
26297,3.0548986, 5.39171,17889, lithium ionization 1, ELECTRON
26299,3.0059653, 5.39171,17890, lithium ionization 1, ELECTRON
26300,2.9842319, 5.39171,17891, lithium ionization 1, ELECTRON
26303,2.8158320, 5.39171,17892, lithium ionization 1, ELECTRON
26304,2.7566320, 5.39171,17893, lithium ionization 1, ELECTRON
26307,2.7444319, 5.39171,17894, lithium ionization 1, ELECTRON
26310,2.7172987, 5.39171,17895, lithium ionization 1, ELECTRON
26313,2.8132986, 5.39171,17896, lithium ionization 1, ELECTRON
26314,2.7730987, 5.39171,17897, lithium ionization 1, ELECTRON
26315,2.7646986, 5.39171,17898, lithium ionization 1, ELECTRON
26320,2.6518320, 5.39171,17899, lithium ionization 1, ELECTRON
26324,2.6286987, 5.39171,17900, lithium ionization 1, ELECTRON
26326,2.5454986, 5.39171,17901, lithium ionization 1, ELECTRON
26329,2.7286987, 5.39171,17902, lithium ionization 1, ELECTRON
26331,2.6876320, 5.39171,17903, lithium ionization 1, ELECTRON
26334,2.7766319, 5.39171,17904, lithium ionization 1, ELECTRON
26337,2.7408986, 5.39171,17905, lithium ionization 1, ELECTRON
26341,2.8050320, 5.39171,17906, lithium ionization 1, ELECTRON
26342,2.8166987, 5.39171,17907, lithium ionization 1, ELECTRON
26345,2.8636987, 5.39171,17908, lithium ionization 1, ELECTRON
26349,3.0198986, 5.39171,17909, lithium ionization 1, ELECTRON
26350,3.0447653, 5.39171,17910, lithium ionization 1, ELECTRON
26354,2.9477653, 5.39171,17911, lithium ionization 1, ELECTRON
26355,2.8907653, 5.39171,17912, lithium ionization 1, ELECTRON
26359,2.7608321, 5.39171,17913, lithium ionization 1, ELECTRON
26360,2.8479653, 5.39171,17914, lithium ionization 1, ELECTRON
26363,2.8047653, 5.39171,17915, lithium ionization 1, ELECTRON
26364,2.8246986, 5.39171,17916, lithium ionization 1, ELECTRON
26367,2.6726987, 5.39171,17917, lithium ionization 1, ELECTRON
26373,2.7766987, 5.39171,17918, lithium ionization 1, ELECTRON
26375,2.8347653, 5.39171,17919, lithium ionization 1, ELECTRON
26379,2.8132320, 5.39171,17920, lithium ionization 1, ELECTRON
26380,2.8040319, 5.39171,17921, lithium ionization 1, ELECTRON
26385,2.7502319, 5.39171,17922, lithium ionization 1, ELECTRON
26392,2.8634987, 5.39171,17923, lithium ionization 1, ELECTRON
26393,3.0139653, 5.39171,17924, lithium ionization 1, ELECTRON
26395,3.0674986, 5.39171,17925, lithium ionization 1, ELECTRON
26399,3.0993653, 5.39171,17926, lithium ionization 1, ELECTRON
26400,3.1656320, 5.39171,17927, lithium ionization 1, ELECTRON
26401,3.1424320, 5.39171,17928, lithium ionization 1, ELECTRON
26404,3.0149653, 5.39171,17929, lithium ionization 1, ELECTRON
26406,3.0001653, 5.39171,17930, lithium ionization 1, ELECTRON
26410,2.9899653, 5.39171,17931, lithium ionization 1, ELECTRON
26411,2.8986319, 5.39171,17932, lithium ionization 1, ELECTRON
26412,2.8624320, 5.39171,17933, lithium ionization 1, ELECTRON
26415,2.9106986, 5.39171,17934, lithium ionization 1, ELECTRON
26416,2.8733653, 5.39171,17935, lithium ionization 1, ELECTRON
26419,4.3275875, 5.39171,17936, lithium ionization 1, ELECTRON
26419,0.3966075, 9.32269,17937, beryllium ionization 1, ELECTRON
26420,4.3285120, 5.39171,17938, lithium ionization 1, ELECTRON
26420,0.3975320, 9.32269,17939, beryllium ionization 1, ELECTRON
26421,4.3267564, 5.39171,17940, lithium ionization 1, ELECTRON
26421,0.3957764, 9.32269,17941, beryllium ionization 1, ELECTRON
26422,4.3297342, 5.39171,17942, lithium ionization 1, ELECTRON
26422,0.3987542, 9.32269,17943, beryllium ionization 1, ELECTRON
26423,1.0345713, 5.39171,17944, lithium ionization 1, ELECTRON
26425,1.0304735, 5.39171,17945, lithium ionization 1, ELECTRON
26426,1.0289802, 5.39171,17946, lithium ionization 1, ELECTRON
26427,1.0312424, 5.39171,17947, lithium ionization 1, ELECTRON
26428,1.0280513, 5.39171,17948, lithium ionization 1, ELECTRON
26429,4.3183609, 5.39171,17949, lithium ionization 1, ELECTRON
26429,0.3873809, 9.32269,17950, beryllium ionization 1, ELECTRON
26431,1.0228780, 5.39171,17951, lithium ionization 1, ELECTRON
26432,4.3188275, 5.39171,17952, lithium ionization 1, ELECTRON
26432,0.3878475, 9.32269,17953, beryllium ionization 1, ELECTRON
26434,1.0405491, 5.39171,17954, lithium ionization 1, ELECTRON
26435,1.0423535, 5.39171,17955, lithium ionization 1, ELECTRON
26437,1.0482202, 5.39171,17956, lithium ionization 1, ELECTRON
26439,4.3364364, 5.39171,17957, lithium ionization 1, ELECTRON
26439,0.4054564, 9.32269,17958, beryllium ionization 1, ELECTRON
26442,4.3334542, 5.39171,17959, lithium ionization 1, ELECTRON
26442,0.4024742, 9.32269,17960, beryllium ionization 1, ELECTRON
26444,4.3478720, 5.39171,17961, lithium ionization 1, ELECTRON
26444,0.4168920, 9.32269,17962, beryllium ionization 1, ELECTRON
26447,1.0412958, 5.39171,17963, lithium ionization 1, ELECTRON
26448,1.0398824, 5.39171,17964, lithium ionization 1, ELECTRON
26449,1.0370202, 5.39171,17965, lithium ionization 1, ELECTRON
26450,4.3270275, 5.39171,17966, lithium ionization 1, ELECTRON
26450,0.3960475, 9.32269,17967, beryllium ionization 1, ELECTRON
26452,1.0372602, 5.39171,17968, lithium ionization 1, ELECTRON
26454,4.3270053, 5.39171,17969, lithium ionization 1, ELECTRON
26454,0.3960253, 9.32269,17970, beryllium ionization 1, ELECTRON
26455,4.3470275, 5.39171,17971, lithium ionization 1, ELECTRON
26455,0.4160475, 9.32269,17972, beryllium ionization 1, ELECTRON
26457,1.0625224, 5.39171,17973, lithium ionization 1, ELECTRON
26458,1.0607802, 5.39171,17974, lithium ionization 1, ELECTRON
26459,4.3493475, 5.39171,17975, lithium ionization 1, ELECTRON
26459,0.4183675, 9.32269,17976, beryllium ionization 1, ELECTRON
26460,4.3496409, 5.39171,17977, lithium ionization 1, ELECTRON
26460,0.4186609, 9.32269,17978, beryllium ionization 1, ELECTRON
26461,4.3491609, 5.39171,17979, lithium ionization 1, ELECTRON
26461,0.4181809, 9.32269,17980, beryllium ionization 1, ELECTRON
26463,1.0538869, 5.39171,17981, lithium ionization 1, ELECTRON
26465,1.0512780, 5.39171,17982, lithium ionization 1, ELECTRON
26466,1.0475180, 5.39171,17983, lithium ionization 1, ELECTRON
26467,4.3403786, 5.39171,17984, lithium ionization 1, ELECTRON
26467,0.4093986, 9.32269,17985, beryllium ionization 1, ELECTRON
26469,4.3454542, 5.39171,17986, lithium ionization 1, ELECTRON
26469,0.4144742, 9.32269,17987, beryllium ionization 1, ELECTRON
26470,1.0513002, 5.39171,17988, lithium ionization 1, ELECTRON
26471,4.3427831, 5.39171,17989, lithium ionization 1, ELECTRON
26471,0.4118031, 9.32269,17990, beryllium ionization 1, ELECTRON
26472,4.3444009, 5.39171,17991, lithium ionization 1, ELECTRON
26472,0.4134209, 9.32269,17992, beryllium ionization 1, ELECTRON
26473,4.3463564, 5.39171,17993, lithium ionization 1, ELECTRON
26473,0.4153764, 9.32269,17994, beryllium ionization 1, ELECTRON
26474,1.0535046, 5.39171,17995, lithium ionization 1, ELECTRON
26475,1.0545002, 5.39171,17996, lithium ionization 1, ELECTRON
26476,1.0558691, 5.39171,17997, lithium ionization 1, ELECTRON
26477,4.3519297, 5.39171,17998, lithium ionization 1, ELECTRON
26477,0.4209497, 9.32269,17999, beryllium ionization 1, ELECTRON
26478,4.3503831, 5.39171,18000, lithium ionization 1, ELECTRON
26478,0.4194031, 9.32269,18001, beryllium ionization 1, ELECTRON
26479,1.0575535, 5.39171,18002, lithium ionization 1, ELECTRON
26480,1.0579580, 5.39171,18003, lithium ionization 1, ELECTRON
26481,1.0504557, 5.39171,18004, lithium ionization 1, ELECTRON
26482,4.3391964, 5.39171,18005, lithium ionization 1, ELECTRON
26482,0.4082164, 9.32269,18006, beryllium ionization 1, ELECTRON
26483,1.0593224, 5.39171,18007, lithium ionization 1, ELECTRON
26485,1.0674335, 5.39171,18008, lithium ionization 1, ELECTRON
26488,4.3550809, 5.39171,18009, lithium ionization 1, ELECTRON
26488,0.4241009, 9.32269,18010, beryllium ionization 1, ELECTRON
26490,1.0644024, 5.39171,18011, lithium ionization 1, ELECTRON
26491,4.3529386, 5.39171,18012, lithium ionization 1, ELECTRON
26491,0.4219586, 9.32269,18013, beryllium ionization 1, ELECTRON
26492,4.3524942, 5.39171,18014, lithium ionization 1, ELECTRON
26492,0.4215142, 9.32269,18015, beryllium ionization 1, ELECTRON
26493,4.3589520, 5.39171,18016, lithium ionization 1, ELECTRON
26493,0.4279720, 9.32269,18017, beryllium ionization 1, ELECTRON
26494,1.0705669, 5.39171,18018, lithium ionization 1, ELECTRON
26495,1.0714646, 5.39171,18019, lithium ionization 1, ELECTRON
26497,4.3595786, 5.39171,18020, lithium ionization 1, ELECTRON
26497,0.4285986, 9.32269,18021, beryllium ionization 1, ELECTRON
26500,4.3623564, 5.39171,18022, lithium ionization 1, ELECTRON
26500,0.4313764, 9.32269,18023, beryllium ionization 1, ELECTRON
26502,4.3575342, 5.39171,18024, lithium ionization 1, ELECTRON
26502,0.4265542, 9.32269,18025, beryllium ionization 1, ELECTRON
26503,1.0659580, 5.39171,18026, lithium ionization 1, ELECTRON
26504,4.3528409, 5.39171,18027, lithium ionization 1, ELECTRON
26504,0.4218609, 9.32269,18028, beryllium ionization 1, ELECTRON
26505,4.3543075, 5.39171,18029, lithium ionization 1, ELECTRON
26505,0.4233275, 9.32269,18030, beryllium ionization 1, ELECTRON
26508,4.3591609, 5.39171,18031, lithium ionization 1, ELECTRON
26508,0.4281809, 9.32269,18032, beryllium ionization 1, ELECTRON
26510,4.3603386, 5.39171,18033, lithium ionization 1, ELECTRON
26510,0.4293586, 9.32269,18034, beryllium ionization 1, ELECTRON
26511,1.0676469, 5.39171,18035, lithium ionization 1, ELECTRON
26512,4.3620675, 5.39171,18036, lithium ionization 1, ELECTRON
26512,0.4310875, 9.32269,18037, beryllium ionization 1, ELECTRON
26513,4.3623875, 5.39171,18038, lithium ionization 1, ELECTRON
26513,0.4314075, 9.32269,18039, beryllium ionization 1, ELECTRON
26514,4.3629742, 5.39171,18040, lithium ionization 1, ELECTRON
26514,0.4319942, 9.32269,18041, beryllium ionization 1, ELECTRON
26515,1.0688469, 5.39171,18042, lithium ionization 1, ELECTRON
26516,4.3608186, 5.39171,18043, lithium ionization 1, ELECTRON
26516,0.4298386, 9.32269,18044, beryllium ionization 1, ELECTRON
26518,4.3645875, 5.39171,18045, lithium ionization 1, ELECTRON
26518,0.4336075, 9.32269,18046, beryllium ionization 1, ELECTRON
26519,4.3640764, 5.39171,18047, lithium ionization 1, ELECTRON
26519,0.4330964, 9.32269,18048, beryllium ionization 1, ELECTRON
26521,1.0802824, 5.39171,18049, lithium ionization 1, ELECTRON
26522,4.3768586, 5.39171,18050, lithium ionization 1, ELECTRON
26522,0.4458786, 9.32269,18051, beryllium ionization 1, ELECTRON
26523,1.0830202, 5.39171,18052, lithium ionization 1, ELECTRON
26525,1.0863358, 5.39171,18053, lithium ionization 1, ELECTRON
26526,1.0818513, 5.39171,18054, lithium ionization 1, ELECTRON
26528,4.3678809, 5.39171,18055, lithium ionization 1, ELECTRON
26528,0.4369009, 9.32269,18056, beryllium ionization 1, ELECTRON
26529,4.3715609, 5.39171,18057, lithium ionization 1, ELECTRON
26529,0.4405809, 9.32269,18058, beryllium ionization 1, ELECTRON
26530,1.0815224, 5.39171,18059, lithium ionization 1, ELECTRON
26531,1.0827935, 5.39171,18060, lithium ionization 1, ELECTRON
26533,4.3804720, 5.39171,18061, lithium ionization 1, ELECTRON
26533,0.4494920, 9.32269,18062, beryllium ionization 1, ELECTRON
26534,4.3781164, 5.39171,18063, lithium ionization 1, ELECTRON
26534,0.4471364, 9.32269,18064, beryllium ionization 1, ELECTRON
26536,4.3798853, 5.39171,18065, lithium ionization 1, ELECTRON
26536,0.4489053, 9.32269,18066, beryllium ionization 1, ELECTRON
26537,4.3875742, 5.39171,18067, lithium ionization 1, ELECTRON
26537,0.4565942, 9.32269,18068, beryllium ionization 1, ELECTRON
26538,4.3900942, 5.39171,18069, lithium ionization 1, ELECTRON
26538,0.4591142, 9.32269,18070, beryllium ionization 1, ELECTRON
26542,4.3966409, 5.39171,18071, lithium ionization 1, ELECTRON
26542,0.4656609, 9.32269,18072, beryllium ionization 1, ELECTRON
26544,1.1059580, 5.39171,18073, lithium ionization 1, ELECTRON
26545,4.3977120, 5.39171,18074, lithium ionization 1, ELECTRON
26545,0.4667320, 9.32269,18075, beryllium ionization 1, ELECTRON
26546,4.3990720, 5.39171,18076, lithium ionization 1, ELECTRON
26546,0.4680920, 9.32269,18077, beryllium ionization 1, ELECTRON
26547,4.4018231, 5.39171,18078, lithium ionization 1, ELECTRON
26547,0.4708431, 9.32269,18079, beryllium ionization 1, ELECTRON
26548,4.3953209, 5.39171,18080, lithium ionization 1, ELECTRON
26548,0.4643409, 9.32269,18081, beryllium ionization 1, ELECTRON
26549,4.3939920, 5.39171,18082, lithium ionization 1, ELECTRON
26549,0.4630120, 9.32269,18083, beryllium ionization 1, ELECTRON
26551,4.3904764, 5.39171,18084, lithium ionization 1, ELECTRON
26551,0.4594964, 9.32269,18085, beryllium ionization 1, ELECTRON
26553,4.3848764, 5.39171,18086, lithium ionization 1, ELECTRON
26553,0.4538964, 9.32269,18087, beryllium ionization 1, ELECTRON
26554,4.3883609, 5.39171,18088, lithium ionization 1, ELECTRON
26554,0.4573809, 9.32269,18089, beryllium ionization 1, ELECTRON
26555,4.3862942, 5.39171,18090, lithium ionization 1, ELECTRON
26555,0.4553142, 9.32269,18091, beryllium ionization 1, ELECTRON
26556,4.3858453, 5.39171,18092, lithium ionization 1, ELECTRON
26556,0.4548653, 9.32269,18093, beryllium ionization 1, ELECTRON
26557,1.0903269, 5.39171,18094, lithium ionization 1, ELECTRON
26558,4.3814809, 5.39171,18095, lithium ionization 1, ELECTRON
26558,0.4505009, 9.32269,18096, beryllium ionization 1, ELECTRON
26559,4.3807297, 5.39171,18097, lithium ionization 1, ELECTRON
26559,0.4497497, 9.32269,18098, beryllium ionization 1, ELECTRON
26562,1.0909446, 5.39171,18099, lithium ionization 1, ELECTRON
26563,1.0926691, 5.39171,18100, lithium ionization 1, ELECTRON
26564,1.0928869, 5.39171,18101, lithium ionization 1, ELECTRON
26565,4.3823253, 5.39171,18102, lithium ionization 1, ELECTRON
26565,0.4513453, 9.32269,18103, beryllium ionization 1, ELECTRON
26566,4.3820497, 5.39171,18104, lithium ionization 1, ELECTRON
26566,0.4510697, 9.32269,18105, beryllium ionization 1, ELECTRON
26567,4.3804009, 5.39171,18106, lithium ionization 1, ELECTRON
26567,0.4494209, 9.32269,18107, beryllium ionization 1, ELECTRON
26568,1.0905402, 5.39171,18108, lithium ionization 1, ELECTRON
26569,1.0859402, 5.39171,18109, lithium ionization 1, ELECTRON
26570,1.0867402, 5.39171,18110, lithium ionization 1, ELECTRON
26572,4.3791164, 5.39171,18111, lithium ionization 1, ELECTRON
26572,0.4481364, 9.32269,18112, beryllium ionization 1, ELECTRON
26573,1.0841535, 5.39171,18113, lithium ionization 1, ELECTRON
26574,1.0842958, 5.39171,18114, lithium ionization 1, ELECTRON
26576,4.3686986, 5.39171,18115, lithium ionization 1, ELECTRON
26576,0.4377186, 9.32269,18116, beryllium ionization 1, ELECTRON
26578,4.3680942, 5.39171,18117, lithium ionization 1, ELECTRON
26578,0.4371142, 9.32269,18118, beryllium ionization 1, ELECTRON
26579,4.3686809, 5.39171,18119, lithium ionization 1, ELECTRON
26579,0.4377009, 9.32269,18120, beryllium ionization 1, ELECTRON
26580,4.3666186, 5.39171,18121, lithium ionization 1, ELECTRON
26580,0.4356386, 9.32269,18122, beryllium ionization 1, ELECTRON
26581,1.0767046, 5.39171,18123, lithium ionization 1, ELECTRON
26582,4.3657342, 5.39171,18124, lithium ionization 1, ELECTRON
26582,0.4347542, 9.32269,18125, beryllium ionization 1, ELECTRON
26584,4.3796675, 5.39171,18126, lithium ionization 1, ELECTRON
26584,0.4486875, 9.32269,18127, beryllium ionization 1, ELECTRON
26585,4.3800142, 5.39171,18128, lithium ionization 1, ELECTRON
26585,0.4490342, 9.32269,18129, beryllium ionization 1, ELECTRON
26586,4.3765786, 5.39171,18130, lithium ionization 1, ELECTRON
26586,0.4455986, 9.32269,18131, beryllium ionization 1, ELECTRON
26587,4.3736942, 5.39171,18132, lithium ionization 1, ELECTRON
26587,0.4427142, 9.32269,18133, beryllium ionization 1, ELECTRON
26588,1.0829580, 5.39171,18134, lithium ionization 1, ELECTRON
26589,1.0864069, 5.39171,18135, lithium ionization 1, ELECTRON
26590,1.0861891, 5.39171,18136, lithium ionization 1, ELECTRON
